Wavelength(nm)	Intensity
836.914	644.18
836.947	618.68
836.98	611.58
837.013	615.88
837.046	606.68
837.079	641.68
837.112	629.58
837.145	636.68
837.178	617.48
837.211	612.68
837.244	620.38
837.277	621.38
837.31	627.98
837.343	623.58
837.376	596.88
837.409	657.18
837.442	611.58
837.475	628.78
837.508	612.78
837.541	602.08
837.574	615.48
837.607	630.28
837.64	627.68
837.673	622.68
837.706	618.98
837.739	660.68
837.772	633.98
837.805	635.08
837.837	622.18
837.87	639.78
837.903	656.18
837.936	648.78
837.969	643.48
838.002	637.48
838.034	617.98
838.067	617.18
838.1	630.68
838.133	616.78
838.165	608.08
838.198	605.48
838.231	640.58
838.264	673.98
838.296	653.58
838.329	648.98
838.362	644.88
838.394	663.28
838.427	675.38
838.46	671.38
838.492	696.08
838.525	642.28
838.558	646.88
838.59	649.48
838.623	596.98
838.656	647.28
838.688	648.48
838.721	613.28
838.753	607.78
838.786	663.08
838.819	645.98
838.851	692.58
838.884	685.38
838.916	668.38
838.949	661.68
838.981	725.28
839.014	713.08
839.046	661.28
839.079	681.58
839.111	658.68
839.144	670.08
839.176	632.18
839.209	646.48
839.241	651.28
839.273	600.98
839.306	627.48
839.338	620.78
839.371	629.38
839.403	669.98
839.435	664.48
839.468	669.58
839.5	669.98
839.532	673.18
839.565	674.78
839.597	681.38
839.629	674.68
839.662	685.68
839.694	642.48
839.726	680.38
839.759	604.18
839.791	637.78
839.823	639.18
839.855	603.38
839.888	624.78
839.92	626.08
839.952	612.78
839.984	590.78
840.016	623.18
840.049	648.48
840.081	696.28
840.113	685.48
840.145	684.78
840.177	705.18
840.209	693.98
840.242	658.38
840.274	625.88
840.306	648.28
840.338	638.58
840.37	657.98
840.402	602.88
840.434	605.58
840.466	619.38
840.498	602.18
840.53	602.48
840.562	613.58
840.594	649.78
840.626	610.88
840.658	632.98
840.69	637.78
840.722	622.78
840.754	648.98
840.786	658.08
840.818	674.78
840.85	673.08
840.882	627.38
840.914	641.58
840.946	635.98
840.978	617.78
841.01	622.68
841.041	571.98
841.073	580.38
841.105	588.38
841.137	605.18
841.169	612.78
841.201	620.18
841.233	605.18
841.264	643.98
841.296	648.98
841.328	677.58
841.36	673.48
841.391	646.38
841.423	640.98
841.455	631.98
841.487	628.58
841.518	611.38
841.55	638.78
841.582	621.78
841.614	590.28
841.645	579.08
841.677	595.68
841.709	596.38
841.74	598.08
841.772	608.78
841.804	583.68
841.835	624.18
841.867	612.38
841.898	601.88
841.93	622.08
841.962	622.18
841.993	618.08
842.025	598.68
842.056	615.28
842.088	594.48
842.119	627.98
842.151	627.88
842.183	555.38
842.214	589.08
842.246	604.28
842.277	600.68
842.309	595.78
842.34	552.18
842.371	586.98
842.403	554.78
842.434	585.38
842.466	562.88
842.497	586.28
842.529	615.58
842.56	614.38
842.591	588.98
842.623	552.68
842.654	596.78
842.686	558.78
842.717	597.98
842.748	581.28
842.78	562.88
842.811	587.48
842.842	569.38
842.873	547.48
842.905	556.78
842.936	557.38
842.967	513.68
842.999	529.78
843.03	533.68
843.061	550.28
843.092	557.58
843.124	554.48
843.155	554.58
843.186	558.38
843.217	557.28
843.248	518.08
843.28	548.18
843.311	561.38
843.342	541.88
843.373	532.78
843.404	533.98
843.435	555.88
843.466	536.98
843.497	544.38
843.529	542.68
843.56	548.78
843.591	525.28
843.622	496.18
843.653	537.38
843.684	575.58
843.715	547.68
843.746	547.68
843.777	496.48
843.808	556.18
843.839	545.48
843.87	568.38
843.901	547.68
843.932	557.18
843.963	511.98
843.994	573.68
844.025	535.48
844.056	499.98
844.087	534.78
844.118	545.28
844.148	539.98
844.179	500.78
844.21	521.78
844.241	565.48
844.272	520.28
844.303	531.88
844.334	523.88
844.364	537.58
844.395	508.68
844.426	527.48
844.457	533.78
844.488	538.48
844.518	533.38
844.549	524.98
844.58	545.48
844.611	520.28
844.641	510.28
844.672	531.78
844.703	543.18
844.734	510.98
844.764	532.58
844.795	498.58
844.826	551.08
844.856	511.38
844.887	510.58
844.918	546.78
844.948	506.58
844.979	529.58
845.01	532.98
845.04	471.18
845.071	511.68
845.101	546.58
845.132	514.28
845.162	519.88
845.193	500.88
845.224	520.48
845.254	512.78
845.285	509.08
845.315	527.78
845.346	498.28
845.376	517.28
845.407	555.98
845.437	511.98
845.468	500.68
845.498	532.88
845.529	528.18
845.559	521.08
845.589	495.28
845.62	485.28
845.65	519.08
845.681	484.38
845.711	515.48
845.741	526.38
845.772	494.68
845.802	530.68
845.832	522.18
845.863	506.48
845.893	495.98
845.923	525.68
845.954	505.78
845.984	490.68
846.014	521.28
846.045	515.48
846.075	495.98
846.105	530.48
846.135	532.68
846.166	470.78
846.196	538.38
846.226	559.98
846.256	501.98
846.287	543.38
846.317	515.28
846.347	514.98
846.377	503.78
846.407	506.38
846.437	522.88
846.468	506.78
846.498	504.38
846.528	528.88
846.558	541.78
846.588	494.58
846.618	508.48
846.648	518.78
846.678	490.28
846.708	548.18
846.738	530.08
846.768	515.98
846.799	525.88
846.829	527.68
846.859	505.88
846.889	524.88
846.919	520.48
846.949	517.48
846.979	509.58
847.008	520.98
847.038	510.28
847.068	511.38
847.098	513.78
847.128	525.98
847.158	521.88
847.188	501.48
847.218	517.58
847.248	565.98
847.278	513.58
847.308	519.18
847.337	540.18
847.367	519.18
847.397	541.98
847.427	515.78
847.457	484.78
847.487	502.98
847.516	519.28
847.546	524.08
847.576	513.38
847.606	533.48
847.635	513.08
847.665	535.98
847.695	521.28
847.725	500.18
847.754	513.48
847.784	518.48
847.814	521.88
847.843	545.48
847.873	555.28
847.903	509.38
847.932	519.98
847.962	543.98
847.992	539.48
848.021	521.48
848.051	521.08
848.081	528.08
848.11	511.88
848.14	511.18
848.169	530.48
848.199	484.08
848.229	551.18
848.258	517.98
848.288	526.58
848.317	548.68
848.347	523.38
848.376	522.68
848.406	539.58
848.435	535.38
848.465	547.98
848.494	534.28
848.524	542.58
848.553	518.58
848.582	548.88
848.612	528.18
848.641	523.38
848.671	533.68
848.7	540.88
848.729	552.48
848.759	560.78
848.788	514.28
848.818	570.98
848.847	554.08
848.876	497.98
848.906	512.98
848.935	528.98
848.964	524.98
848.994	485.08
849.023	526.58
849.052	518.58
849.081	507.18
849.111	525.28
849.14	526.78
849.169	513.88
849.198	514.88
849.228	522.98
849.257	516.18
849.286	538.08
849.315	511.28
849.344	557.88
849.374	515.08
849.403	520.48
849.432	483.48
849.461	494.78
849.49	528.58
849.519	512.98
849.548	524.28
849.577	521.78
849.607	531.58
849.636	511.48
849.665	495.08
849.694	522.78
849.723	522.48
849.752	543.08
849.781	552.18
849.81	487.18
849.839	517.58
849.868	514.18
849.897	560.68
849.926	472.78
849.955	500.28
849.984	510.98
850.013	490.28
850.042	467.38
850.071	474.58
850.1	486.78
850.129	476.48
850.157	503.68
850.186	490.28
850.215	480.18
850.244	485.68
850.273	461.78
850.302	477.38
850.331	486.48
850.359	459.38
850.388	447.98
850.417	433.88
850.446	436.88
850.475	407.08
850.504	427.28
850.532	423.78
850.561	410.88
850.59	380.38
850.619	365.48
850.647	405.88
850.676	379.98
850.705	373.38
850.733	362.28
850.762	372.18
850.791	355.28
850.819	348.28
850.848	305.88
850.877	349.08
850.905	319.68
850.934	291.58
850.963	305.28
850.991	304.68
851.02	276.28
851.049	292.98
851.077	277.78
851.106	284.68
851.134	275.98
851.163	281.48
851.191	245.98
851.22	253.98
851.248	255.78
851.277	224.78
851.305	239.48
851.334	230.68
851.362	199.28
851.391	211.78
851.419	221.38
851.448	210.08
851.476	208.08
851.505	218.78
851.533	190.78
851.562	214.18
851.59	191.68
851.618	190.08
851.647	190.08
851.675	183.18
851.704	182.78
851.732	164.28
851.76	162.58
851.789	175.48
851.817	177.48
851.845	162.58
851.874	169.78
851.902	166.28
851.93	170.78
851.958	151.28
851.987	149.08
852.015	127.68
852.043	113.68
852.071	-4.52
852.1	0.88
852.128	0.78
852.156	-1.62
