Wavelength(nm)	Intensity
837.211	620.52
837.244	584.22
837.277	560.22
837.31	594.82
837.343	598.42
837.376	581.72
837.409	640.02
837.442	616.42
837.475	626.62
837.508	641.62
837.541	671.92
837.574	678.32
837.607	664.12
837.64	641.52
837.673	679.52
837.706	636.82
837.739	636.52
837.772	626.82
837.805	646.92
837.837	594.02
837.87	608.62
837.903	621.02
837.936	643.62
837.969	605.32
838.002	623.32
838.034	624.82
838.067	662.02
838.1	656.52
838.133	656.62
838.165	642.92
838.198	667.32
838.231	670.42
838.264	671.82
838.296	639.42
838.329	645.82
838.362	635.72
838.394	630.12
838.427	622.22
838.46	647.22
838.492	603.92
838.525	626.12
838.558	613.72
838.59	628.32
838.623	632.82
838.656	622.12
838.688	669.32
838.721	673.12
838.753	681.62
838.786	685.92
838.819	698.82
838.851	709.42
838.884	664.22
838.916	639.22
838.949	677.52
838.981	646.12
839.014	646.92
839.046	634.12
839.079	628.42
839.111	628.52
839.144	622.92
839.176	625.02
839.209	656.32
839.241	645.12
839.273	678.82
839.306	659.32
839.338	666.62
839.371	717.22
839.403	716.82
839.435	695.32
839.468	717.42
839.5	651.82
839.532	618.02
839.565	665.62
839.597	598.22
839.629	644.52
839.662	581.52
839.694	617.32
839.726	624.22
839.759	600.02
839.791	609.62
839.823	673.02
839.855	673.22
839.888	688.62
839.92	694.92
839.952	695.62
839.984	718.62
840.016	692.02
840.049	698.32
840.081	689.12
840.113	657.32
840.145	615.62
840.177	633.02
840.209	619.82
840.242	596.22
840.274	594.72
840.306	594.12
840.338	612.42
840.37	624.82
840.402	651.72
840.434	622.42
840.466	685.22
840.498	672.02
840.53	685.32
840.562	704.42
840.594	709.62
840.626	674.72
840.658	652.82
840.69	616.62
840.722	608.62
840.754	595.82
840.786	618.92
840.818	589.62
840.85	649.92
840.882	584.22
840.914	578.42
840.946	639.82
840.978	599.62
841.01	637.52
841.041	655.82
841.073	656.22
841.105	640.22
841.137	694.02
841.169	672.62
841.201	674.02
841.233	630.02
841.264	636.82
841.296	608.82
841.328	646.42
841.36	634.32
841.391	570.22
841.423	531.82
841.455	588.82
841.487	543.42
841.518	578.22
841.55	576.62
841.582	580.62
841.614	621.12
841.645	607.92
841.677	623.52
841.709	636.22
841.74	630.92
841.772	639.62
841.804	636.52
841.835	678.02
841.867	599.22
841.898	604.72
841.93	568.92
841.962	573.02
841.993	562.92
842.025	574.52
842.056	540.12
842.088	562.32
842.119	567.82
842.151	589.72
842.183	614.22
842.214	623.92
842.246	639.12
842.277	618.52
842.309	663.62
842.34	641.02
842.371	655.82
842.403	636.62
842.434	586.22
842.466	579.72
842.497	578.12
842.529	552.42
842.56	530.22
842.591	563.82
842.623	547.52
842.654	570.62
842.686	523.62
842.717	538.82
842.748	583.12
842.78	556.72
842.811	601.32
842.842	570.22
842.873	597.32
842.905	588.62
842.936	595.22
842.967	589.52
842.999	585.62
843.03	568.52
843.061	585.12
843.092	550.42
843.124	560.32
843.155	537.42
843.186	538.22
843.217	544.12
843.248	536.92
843.28	524.02
843.311	547.22
843.342	523.72
843.373	545.62
843.404	561.82
843.435	576.72
843.466	544.82
843.497	555.22
843.529	587.52
843.56	557.62
843.591	548.12
843.622	554.02
843.653	564.22
843.684	525.42
843.715	513.52
843.746	494.52
843.777	479.32
843.808	552.02
843.839	528.32
843.87	502.22
843.901	522.52
843.932	515.02
843.963	550.82
843.994	539.52
844.025	564.32
844.056	539.82
844.087	529.62
844.118	558.12
844.148	555.82
844.179	512.62
844.21	540.62
844.241	538.32
844.272	539.12
844.303	517.72
844.334	521.72
844.364	566.42
844.395	537.52
844.426	533.32
844.457	526.62
844.488	528.32
844.518	549.22
844.549	527.82
844.58	537.32
844.611	527.12
844.641	541.12
844.672	554.62
844.703	560.02
844.734	555.82
844.764	538.42
844.795	543.42
844.826	506.92
844.856	516.22
844.887	504.42
844.918	545.62
844.948	510.42
844.979	521.42
845.01	527.82
845.04	506.02
845.071	504.52
845.101	483.42
845.132	544.12
845.162	491.72
845.193	491.72
845.224	487.32
845.254	499.62
845.285	489.92
845.315	517.62
845.346	500.12
845.376	512.12
845.407	510.82
845.437	499.82
845.468	505.52
845.498	535.72
845.529	496.02
845.559	502.92
845.589	525.12
845.62	511.12
845.65	498.92
845.681	489.22
845.711	530.32
845.741	521.22
845.772	484.52
845.802	514.52
845.832	482.02
845.863	504.32
845.893	487.82
845.923	462.52
845.954	505.62
845.984	496.52
846.014	513.12
846.045	533.32
846.075	511.82
846.105	488.32
846.135	494.52
846.166	504.62
846.196	515.22
846.226	571.82
846.256	491.82
846.287	526.22
846.317	531.12
846.347	513.82
846.377	511.62
846.407	514.22
846.437	502.72
846.468	472.62
846.498	499.22
846.528	514.72
846.558	495.62
846.588	468.42
846.618	519.32
846.648	505.62
846.678	511.12
846.708	542.02
846.738	496.92
846.768	498.82
846.799	555.72
846.829	541.52
846.859	523.72
846.889	496.72
846.919	565.32
846.949	544.32
846.979	561.42
847.008	530.82
847.038	535.12
847.068	487.22
847.098	524.62
847.128	502.82
847.158	487.72
847.188	486.32
847.218	531.42
847.248	529.82
847.278	531.42
847.308	488.02
847.337	521.02
847.367	545.02
847.397	517.82
847.427	544.62
847.457	502.62
847.487	535.82
847.516	558.12
847.546	529.92
847.576	556.22
847.606	515.32
847.635	523.92
847.665	514.82
847.695	514.12
847.725	496.02
847.754	488.32
847.784	531.32
847.814	507.72
847.843	515.32
847.873	514.12
847.903	520.22
847.932	495.82
847.962	528.82
847.992	525.32
848.021	567.32
848.051	538.92
848.081	519.92
848.11	544.72
848.14	525.02
848.169	527.32
848.199	506.92
848.229	535.02
848.258	504.82
848.288	508.42
848.317	522.52
848.347	497.22
848.376	499.52
848.406	498.42
848.435	517.22
848.465	515.82
848.494	530.12
848.524	522.42
848.553	540.42
848.582	521.72
848.612	520.02
848.641	567.22
848.671	531.52
848.7	535.72
848.729	584.32
848.759	522.62
848.788	541.12
848.818	510.82
848.847	526.92
848.876	538.82
848.906	507.82
848.935	494.82
848.964	524.82
848.994	514.92
849.023	534.42
849.052	512.42
849.081	511.02
849.111	556.12
849.14	537.62
849.169	543.72
849.198	530.72
849.228	505.82
849.257	545.02
849.286	551.92
849.315	519.12
849.344	543.72
849.374	517.92
849.403	532.32
849.432	506.32
849.461	516.62
849.49	512.42
849.519	488.82
849.548	520.12
849.577	506.62
849.607	513.42
849.636	534.32
849.665	489.92
849.694	544.62
849.723	513.32
849.752	504.92
849.781	556.02
849.81	526.02
849.839	539.42
849.868	535.02
849.897	546.52
849.926	474.62
849.955	500.12
849.984	490.82
850.013	468.12
850.042	464.22
850.071	480.42
850.1	482.62
850.129	475.32
850.157	474.52
850.186	483.12
850.215	493.02
850.244	505.52
850.273	474.62
850.302	486.22
850.331	456.32
850.359	468.22
850.388	473.82
850.417	462.72
850.446	413.72
850.475	422.92
850.504	405.12
850.532	405.62
850.561	384.72
850.59	379.22
850.619	382.32
850.647	381.72
850.676	385.82
850.705	361.22
850.733	365.12
850.762	346.02
850.791	342.12
850.819	374.12
850.848	324.72
850.877	353.92
850.905	309.52
850.934	303.42
850.963	293.12
850.991	263.52
851.02	278.12
851.049	280.82
851.077	271.62
851.106	254.52
851.134	282.82
851.163	271.32
851.191	253.82
851.22	252.82
851.248	233.62
851.277	247.62
851.305	234.32
851.334	225.52
851.362	210.12
851.391	209.62
851.419	250.22
851.448	218.92
851.476	193.92
851.505	210.62
851.533	206.62
851.562	204.02
851.59	184.52
851.618	191.92
851.647	192.92
851.675	184.02
851.704	185.62
851.732	189.12
851.76	159.42
851.789	168.32
851.817	157.32
851.845	160.42
851.874	173.62
851.902	157.12
851.93	183.62
851.958	132.12
851.987	158.92
852.015	142.52
852.043	101.52
852.071	-1.68
852.1	-1.28
852.128	-0.38
852.156	-1.78
