Wavelength(nm)	Intensity
836.914	665.35
836.947	608.85
836.98	615.75
837.013	631.05
837.046	603.85
837.079	655.85
837.112	646.75
837.145	622.85
837.178	599.65
837.211	618.85
837.244	620.55
837.277	612.55
837.31	632.15
837.343	621.75
837.376	635.05
837.409	644.35
837.442	621.75
837.475	628.95
837.508	657.95
837.541	659.25
837.574	649.65
837.607	646.45
837.64	648.85
837.673	655.85
837.706	625.15
837.739	635.85
837.772	653.15
837.805	634.25
837.837	610.35
837.87	639.95
837.903	630.35
837.936	697.95
837.969	666.65
838.002	631.65
838.034	631.15
838.067	638.35
838.1	677.85
838.133	639.95
838.165	614.25
838.198	648.65
838.231	637.75
838.264	699.15
838.296	676.75
838.329	632.15
838.362	641.05
838.394	664.45
838.427	654.55
838.46	645.55
838.492	693.25
838.525	664.45
838.558	644.05
838.59	667.65
838.623	667.15
838.656	642.45
838.688	671.65
838.721	701.45
838.753	664.95
838.786	699.25
838.819	642.15
838.851	669.75
838.884	659.55
838.916	663.55
838.949	649.85
838.981	690.45
839.014	655.25
839.046	689.45
839.079	676.75
839.111	684.85
839.144	687.25
839.176	662.35
839.209	679.65
839.241	670.45
839.273	663.15
839.306	661.65
839.338	634.95
839.371	640.55
839.403	674.15
839.435	702.65
839.468	680.75
839.5	649.15
839.532	647.35
839.565	713.95
839.597	670.55
839.629	682.85
839.662	653.85
839.694	646.65
839.726	634.55
839.759	664.35
839.791	684.95
839.823	643.35
839.855	646.55
839.888	655.95
839.92	642.25
839.952	625.95
839.984	612.95
840.016	640.35
840.049	661.65
840.081	663.45
840.113	644.65
840.145	653.95
840.177	629.35
840.209	651.15
840.242	652.55
840.274	672.05
840.306	679.45
840.338	657.75
840.37	651.15
840.402	677.05
840.434	660.75
840.466	665.55
840.498	673.35
840.53	651.65
840.562	631.75
840.594	648.95
840.626	648.05
840.658	628.15
840.69	622.95
840.722	636.95
840.754	616.15
840.786	627.25
840.818	663.95
840.85	626.25
840.882	648.55
840.914	636.75
840.946	634.15
840.978	644.95
841.01	597.85
841.041	656.15
841.073	622.55
841.105	634.55
841.137	622.35
841.169	655.95
841.201	616.35
841.233	623.35
841.264	650.15
841.296	667.15
841.328	662.75
841.36	639.65
841.391	601.55
841.423	614.15
841.455	659.15
841.487	611.75
841.518	617.55
841.55	610.95
841.582	612.95
841.614	637.45
841.645	641.25
841.677	622.85
841.709	628.55
841.74	625.25
841.772	631.95
841.804	638.85
841.835	623.35
841.867	602.55
841.898	616.05
841.93	589.25
841.962	626.35
841.993	578.25
842.025	593.85
842.056	571.45
842.088	604.65
842.119	632.15
842.151	561.05
842.183	608.55
842.214	594.25
842.246	596.45
842.277	612.85
842.309	602.95
842.34	609.35
842.371	602.15
842.403	601.95
842.434	585.55
842.466	591.05
842.497	576.45
842.529	580.75
842.56	588.55
842.591	570.15
842.623	589.85
842.654	561.95
842.686	573.95
842.717	560.15
842.748	594.45
842.78	553.05
842.811	560.65
842.842	552.55
842.873	585.65
842.905	574.95
842.936	567.55
842.967	563.85
842.999	563.95
843.03	583.85
843.061	587.45
843.092	592.75
843.124	575.65
843.155	564.75
843.186	565.55
843.217	516.45
843.248	568.25
843.28	578.35
843.311	549.55
843.342	578.05
843.373	540.95
843.404	547.15
843.435	546.05
843.466	555.15
843.497	571.55
843.529	534.85
843.56	555.95
843.591	559.45
843.622	525.35
843.653	545.55
843.684	545.75
843.715	536.85
843.746	511.85
843.777	533.65
843.808	564.35
843.839	567.65
843.87	528.55
843.901	570.85
843.932	540.35
843.963	552.15
843.994	534.85
844.025	521.65
844.056	534.15
844.087	538.95
844.118	538.45
844.148	551.15
844.179	526.95
844.21	507.95
844.241	537.65
844.272	536.45
844.303	556.05
844.334	537.05
844.364	549.75
844.395	530.85
844.426	522.65
844.457	553.95
844.488	542.65
844.518	520.55
844.549	573.15
844.58	557.65
844.611	528.45
844.641	516.45
844.672	542.95
844.703	530.35
844.734	488.15
844.764	524.75
844.795	548.75
844.826	525.25
844.856	562.55
844.887	496.75
844.918	510.95
844.948	518.75
844.979	519.75
845.01	538.15
845.04	509.35
845.071	515.85
845.101	498.75
845.132	519.45
845.162	537.05
845.193	534.05
845.224	507.65
845.254	536.95
845.285	531.25
845.315	517.95
845.346	520.45
845.376	528.45
845.407	532.15
845.437	512.15
845.468	518.85
845.498	528.05
845.529	512.35
845.559	507.25
845.589	516.45
845.62	509.45
845.65	510.25
845.681	492.55
845.711	545.65
845.741	551.55
845.772	520.85
845.802	521.85
845.832	519.35
845.863	493.65
845.893	502.15
845.923	519.85
845.954	531.95
845.984	534.85
846.014	504.45
846.045	513.65
846.075	497.15
846.105	490.65
846.135	511.85
846.166	504.95
846.196	546.55
846.226	549.15
846.256	485.15
846.287	507.55
846.317	534.45
846.347	533.15
846.377	521.95
846.407	504.55
846.437	525.05
846.468	544.95
846.498	511.55
846.528	523.05
846.558	503.95
846.588	516.75
846.618	522.65
846.648	501.95
846.678	497.45
846.708	529.35
846.738	515.25
846.768	517.15
846.799	511.05
846.829	498.85
846.859	504.05
846.889	524.05
846.919	534.65
846.949	533.65
846.979	537.75
847.008	535.15
847.038	546.45
847.068	495.55
847.098	524.95
847.128	502.15
847.158	531.05
847.188	516.65
847.218	534.75
847.248	522.15
847.278	537.75
847.308	520.35
847.337	533.35
847.367	534.35
847.397	515.15
847.427	509.95
847.457	512.95
847.487	521.15
847.516	517.45
847.546	505.25
847.576	559.55
847.606	520.65
847.635	508.25
847.665	508.15
847.695	535.45
847.725	527.35
847.754	513.65
847.784	540.65
847.814	516.05
847.843	519.65
847.873	544.45
847.903	526.55
847.932	540.15
847.962	523.15
847.992	540.65
848.021	513.65
848.051	514.25
848.081	522.25
848.11	520.05
848.14	537.35
848.169	554.65
848.199	543.25
848.229	513.35
848.258	537.15
848.288	509.75
848.317	540.85
848.347	512.55
848.376	554.85
848.406	523.75
848.435	516.55
848.465	545.15
848.494	492.45
848.524	548.75
848.553	535.75
848.582	539.05
848.612	527.35
848.641	558.55
848.671	523.85
848.7	535.05
848.729	527.65
848.759	545.95
848.788	547.45
848.818	528.15
848.847	520.25
848.876	526.15
848.906	554.15
848.935	552.15
848.964	529.15
848.994	528.25
849.023	562.75
849.052	511.75
849.081	535.35
849.111	495.45
849.14	550.95
849.169	517.05
849.198	538.05
849.228	502.15
849.257	537.35
849.286	562.25
849.315	521.45
849.344	522.05
849.374	497.25
849.403	532.65
849.432	539.65
849.461	542.95
849.49	535.75
849.519	527.15
849.548	535.45
849.577	507.95
849.607	541.75
849.636	496.65
849.665	530.25
849.694	557.95
849.723	508.65
849.752	524.25
849.781	502.35
849.81	505.35
849.839	546.75
849.868	530.35
849.897	544.85
849.926	489.95
849.955	517.45
849.984	521.15
850.013	503.45
850.042	517.55
850.071	503.75
850.1	476.95
850.129	549.65
850.157	481.85
850.186	502.45
850.215	496.35
850.244	497.85
850.273	461.95
850.302	491.55
850.331	481.65
850.359	484.55
850.388	456.15
850.417	469.05
850.446	436.05
850.475	445.25
850.504	413.45
850.532	429.95
850.561	419.05
850.59	387.55
850.619	396.65
850.647	379.05
850.676	381.15
850.705	374.55
850.733	352.45
850.762	343.35
850.791	330.45
850.819	342.45
850.848	317.05
850.877	324.25
850.905	330.85
850.934	315.75
850.963	292.45
850.991	273.85
851.02	289.45
851.049	308.15
851.077	275.95
851.106	295.85
851.134	281.15
851.163	265.65
851.191	254.15
851.22	256.15
851.248	247.95
851.277	267.95
851.305	220.65
851.334	229.85
851.362	200.45
851.391	206.95
851.419	193.55
851.448	230.25
851.476	190.25
851.505	193.95
851.533	209.95
851.562	190.35
851.59	202.85
851.618	178.25
851.647	203.25
851.675	161.35
851.704	194.95
851.732	177.45
851.76	156.75
851.789	167.65
851.817	178.65
851.845	159.75
851.874	185.95
851.902	164.45
851.93	165.95
851.958	147.45
851.987	146.25
852.015	121.85
852.043	123.85
852.071	-2.35
852.1	3.05
852.128	2.95
852.156	2.55
